,Unnamed: 0,query,id,timestamp_utc,local_time,user_screen_name,text,possibly_sensitive,retweet_count,like_count,reply_count,lang,to_username,to_userid,to_tweetid,source_name,source_url,user_location,lat,lng,user_id,user_name,user_verified,user_description,user_url,user_image,user_tweets,user_followers,user_friends,user_likes,user_lists,user_created_at,user_timestamp_utc,collected_via,match_query,retweeted_id,retweeted_user,retweeted_user_id,retweeted_timestamp_utc,quoted_id,quoted_user,quoted_user_id,quoted_timestamp_utc,collection_time,url,place_country_code,place_name,place_type,place_coordinates,links,domains,media_urls,media_files,media_types,mentioned_names,mentioned_ids,hashtags,intervention_type,intervention_text,intervention_url,score,sentiment,nature,naturescore
330,330,(from:ZemmourEric),1.4522208169853092e+18,1635071398.0,2021-10-24 10:29:58,ZemmourEric,"12 millions de points sont retirés chaque année en France (on en retirait 4 fois moins il y a 20 ans avant l’apparition des radars fixes). La sécurité routière est le seul domaine où l’État parvient à maintenir son autorité...
#LeGrandJury",,541.0,2451.0,81.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.234996,https://twitter.com/ZemmourEric/statuses/1452220816985309191,,,,,,,,,,,,legrandjury,,,,0.421251505613327,Negative,Problem,0.8186867237091064
331,331,(from:ZemmourEric),1.4522205015233044e+18,1635071323.0,2021-10-24 10:28:43,ZemmourEric,"Obtenir le permis coûte cher, les stages de récupération de points coûtent cher, le carburant coûte cher, le péage coûte cher. Tout cela alors que pour beaucoup la voiture est une nécessité, non un choix. Il faut supprimer le permis à points !
#LeGrandJury",,1280.0,5366.0,246.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.235531,https://twitter.com/ZemmourEric/statuses/1452220501523304455,,,,,,,,,,,,legrandjury,,,,0.9233373999595642,Negative,Problem,0.7239088416099548
332,332,(from:ZemmourEric),1.452220090162745e+18,1635071225.0,2021-10-24 10:27:05,ZemmourEric,"Je suis pour la suppression du permis à points : il faut arrêter le racket organisé des automobilistes.
#LeGrandJury",,2717.0,12478.0,1343.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.236010,https://twitter.com/ZemmourEric/statuses/1452220090162745345,,,,,,,,,,,,legrandjury,,,,0.8851723074913025,Negative,Solution,0.634935200214386
333,333,(from:ZemmourEric),1.4522175380378788e+18,1635070616.0,2021-10-24 10:16:56,ZemmourEric,"J'entends parfois dire que je suis « clivant », mais quand je lis que 67% des Français craignent le grand remplacement, qui rassemble ?
#LeGrandJury",,738.0,3511.0,70.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.236504,https://twitter.com/ZemmourEric/statuses/1452217538037878792,,,,,,,,,,,,legrandjury,,,,0.9046646356582642,Negative,Problem,0.7894701957702637
334,334,(from:ZemmourEric),1.4522171609908552e+18,1635070526.0,2021-10-24 10:15:26,ZemmourEric,"Je n'emploie pas les mots de la gauche, et c'est pour ça que les médias et la gauche hurlent. Ils ont compris que je m'émancipais de leur emprise.
#LeGrandJury",,767.0,3671.0,92.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.237083,https://twitter.com/ZemmourEric/statuses/1452217160990855172,,,,,,,,,,,,legrandjury,,,,0.9074693918228148,Negative,Problem,0.6800722479820251
335,335,(from:ZemmourEric),1.452214881407615e+18,1635069983.0,2021-10-24 10:06:23,ZemmourEric,« De la diversité au séparatisme » : bravo à cet auteur d'origine marocaine engagé pour la France et sa civilisation. http://Drissghali.com/eBook https://twitter.com/ZemmourEric/status/1452214881407614976/photo/1,0.0,495.0,1792.0,55.0,fr,,,,Twitter for iPhone,http://twitter.com/download/iphone,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.238221,https://twitter.com/ZemmourEric/statuses/1452214881407614976,,,,,http://drissghali.com/eBook,drissghali.com,https://pbs.twimg.com/media/FCdNvILWQAsRx16.jpg,1452214881407614976_FCdNvILWQAsRx16.jpg,photo,,,,,,,0.8947718739509583,Positive,Other,0.6536709070205688
336,336,(from:ZemmourEric),1.4521952506179543e+18,1635065302.0,2021-10-24 08:48:22,ZemmourEric,Strike ! 🎳 https://twitter.com/ZemmourEric/status/1452195250617954307/video/1,0.0,1499.0,11141.0,789.0,en,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.860562,https://twitter.com/ZemmourEric/statuses/1452195250617954307,,,,,,,https://video.twimg.com/ext_tw_video/1452195185669115910/pu/vid/720x1280/rxw8Sq9hN3XeqQ-5.mp4,1452195250617954307_rxw8Sq9hN3XeqQ-5.mp4,video,,,,,,,0.7261539101600647,Neutral,Other,0.9505090117454529
337,337,(from:ZemmourEric),1.451985048224379e+18,1635015186.0,2021-10-23 18:53:06,ZemmourEric,"À demain pour @LeGrandJury de RTL, 12h !
#LeGrandJury « LeGrandJury: 🗣 Éric Zemmour (@ZemmourEric) est invité de l'émission @LeGrandJury ce dimanche 24 octobre

💬 Posez-lui vos questions en commentaire, il y répondra en direct dès 12h 👇 https://twitter.com/LeGrandJury/status/1451129275390771204/photo/1 — https://twitter.com/LeGrandJury/status/1451129275390771204 »",0.0,554.0,1923.0,127.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,1.4511292753907712e+18,LeGrandJury,3439293963.0,1634811154.0,2021-11-23T18:14:27.863270,https://twitter.com/ZemmourEric/statuses/1451985048224378883,,,,,https://twitter.com/LeGrandJury/status/1451129275390771204,twitter.com,https://pbs.twimg.com/media/FCNyYXPaQAAuSfF.jpg,1451129275390771204_FCNyYXPaQAAuSfF.jpg,photo,legrandjury|zemmoureric,3439293963|1183418538285027329,legrandjury,,,,0.7695823311805725,Neutral,Other,0.945727527141571
338,338,(from:ZemmourEric),1.4519446416459284e+18,1635005553.0,2021-10-23 16:12:33,ZemmourEric,"Des instants chaleureux avec les Normands !
#Touques #CroiséeDesChemins https://twitter.com/ZemmourEric/status/1451944641645928456/photo/1",0.0,681.0,3854.0,132.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.864772,https://twitter.com/ZemmourEric/statuses/1451944641645928456,,,,,,,https://pbs.twimg.com/media/FCZX8SxXoA0p1dn.jpg|https://pbs.twimg.com/media/FCZX8p0X0AUCRAD.jpg|https://pbs.twimg.com/media/FCZX9GyWEAQGYLU.jpg,1451944641645928456_FCZX8SxXoA0p1dn.jpg|1451944641645928456_FCZX8p0X0AUCRAD.jpg|1451944641645928456_FCZX9GyWEAQGYLU.jpg,photo|photo|photo,,,croiséedeschemins|touques,,,,0.8403550982475281,Positive,Other,0.9482746124267578
339,339,(from:ZemmourEric),1.4518462935093125e+18,1634982105.0,2021-10-23 09:41:45,ZemmourEric,"Je vous donne rendez-vous pour une dédicace, aujourd'hui à Touques, 1 place Saint-Pierre, à 15h30 :
➡️https://www.croiseedeschemins-ez.fr/touques

#CroiséeDesChemins #Touques https://twitter.com/ZemmourEric/status/1451846293509312516/photo/1",0.0,386.0,1547.0,104.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.866879,https://twitter.com/ZemmourEric/statuses/1451846293509312516,,,,,https://www.croiseedeschemins-ez.fr/touques,croiseedeschemins-ez.fr,https://pbs.twimg.com/media/FCX-ghRXMAI8PEx.jpg,1451846293509312516_FCX-ghRXMAI8PEx.jpg,photo,,,croiséedeschemins|touques,,,,0.8059235215187073,Neutral,Other,0.9397262334823608
340,340,(from:ZemmourEric),1.4516197550189322e+18,1634928094.0,2021-10-22 18:41:34,ZemmourEric,"Merci aux Rouennais ! 
#Rouen #CroiséeDesChemins https://twitter.com/ZemmourEric/status/1451619755018932227/photo/1",0.0,630.0,3509.0,171.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.868746,https://twitter.com/ZemmourEric/statuses/1451619755018932227,,,,,,,https://pbs.twimg.com/media/FCUwXouWYAYNusY.jpg|https://pbs.twimg.com/media/FCUwY8MWUAYqLFj.jpg|https://pbs.twimg.com/media/FCUwaF9WEAo8YeZ.jpg|https://pbs.twimg.com/media/FCUwbNBXMAUt3kT.jpg,1451619755018932227_FCUwXouWYAYNusY.jpg|1451619755018932227_FCUwY8MWUAYqLFj.jpg|1451619755018932227_FCUwaF9WEAo8YeZ.jpg|1451619755018932227_FCUwbNBXMAUt3kT.jpg,photo|photo|photo|photo,,,croiséedeschemins|rouen,,,,0.6813169717788696,Positive,Other,0.9499525427818298
341,341,(from:ZemmourEric),1.4515929529256264e+18,1634921703.0,2021-10-22 16:55:03,ZemmourEric,"Nous devons porter le budget de la défense à 60 milliards d'euros par an à partir de 2025.

#Rouen #CroiseeDesChemins",,890.0,4729.0,311.0,fr,,,,Twitter for iPhone,http://twitter.com/download/iphone,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.869550,https://twitter.com/ZemmourEric/statuses/1451592952925626388,,,,,,,,,,,,croiseedeschemins|rouen,,,,0.5716649293899536,Positive,Solution,0.8109177947044373
342,342,(from:ZemmourEric),1.4515576229944156e+18,1634913280.0,2021-10-22 14:34:40,ZemmourEric,"L’occasion de retrouver notre rang. L’occasion de faire entendre une voix vieille de 1500 ans, qui résonne depuis le fond des âges, du cœur de l’Europe. Cette voix, c’est la nôtre, c’est la vôtre, c’est la France.
#Rouen #CroiséeDesChemins https://twitter.com/ZemmourEric/status/1451557622994415624/photo/1",0.0,586.0,2396.0,140.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.870751,https://twitter.com/ZemmourEric/statuses/1451557622994415624,,,,,,,https://pbs.twimg.com/media/FCT39x5XsAYPauO.jpg,1451557622994415624_FCT39x5XsAYPauO.jpg,photo,,,croiséedeschemins|rouen,,,,0.7969831824302673,Positive,Other,0.9114177823066711
343,343,(from:ZemmourEric),1.451554354679386e+18,1634912501.0,2021-10-22 14:21:41,ZemmourEric,"Soyons honnêtes : si la France est encore écoutée en Europe et dans le monde, elle le doit à son armée et à sa force de frappe nucléaire. Il n’y a pas de politique étrangère forte sans des armées fortes. 
#Rouen #CroiséeDesChemins",,903.0,4018.0,141.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.871274,https://twitter.com/ZemmourEric/statuses/1451554354679386113,,,,,,,,,,,,croiséedeschemins|rouen,,,,0.7702004909515381,Negative,Solution,0.7316820621490479
344,344,(from:ZemmourEric),1.451553877082452e+18,1634912387.0,2021-10-22 14:19:47,ZemmourEric,"Avec l’Afrique justement, il faut une relation saine, débarrassée des courbettes mémorielles de la repentance, qui minent notre unité nationale et nous décrédibilisent sur la scène internationale.
#Rouen #CroiséeDesChemins",,736.0,3069.0,88.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.871834,https://twitter.com/ZemmourEric/statuses/1451553877082451969,,,,,,,,,,,,croiséedeschemins|rouen,,,,0.8254717588424683,Negative,Problem,0.6105962991714478
345,345,(from:ZemmourEric),1.4515513108562084e+18,1634911775.0,2021-10-22 14:09:35,ZemmourEric,"S’excuser auprès de l’Algérie tous les mois c’est bien. Mais forcer l’Algérie à récupérer ses migrants clandestins, c’est mieux !
#Rouen #CroiséeDesChemins",,2855.0,13075.0,486.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.872369,https://twitter.com/ZemmourEric/statuses/1451551310856208420,,,,,,,,,,,,croiséedeschemins|rouen,,,,0.44955912232398987,Negative,Problem,0.7172306776046753
346,346,(from:ZemmourEric),1.451551140844294e+18,1634911735.0,2021-10-22 14:08:55,ZemmourEric,"La politique étrangère de la France, c’est la défense des intérêts français à l’étranger. Un point c’est tout. Ce n’est pas faire la moraline au monde entier, au point de ne plus être écouté par personne.
#Rouen #CroiséeDesChemins",,736.0,3118.0,75.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.873040,https://twitter.com/ZemmourEric/statuses/1451551140844294147,,,,,,,,,,,,croiséedeschemins|rouen,,,,0.5380167365074158,Negative,Solution,0.4837992191314697
347,347,(from:ZemmourEric),1.4515507866982195e+18,1634911650.0,2021-10-22 14:07:30,ZemmourEric,"La France doit redevenir une puissance d’équilibre. Cela veut dire que la politique étrangère de la France ne doit se décider ni à Bruxelles, ni à Berlin, ni à Washington, ni à Moscou, mais à Paris, et conformément à nos intérêts.
#Rouen #CroiséeDesChemins",,943.0,3766.0,123.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.873831,https://twitter.com/ZemmourEric/statuses/1451550786698219521,,,,,,,,,,,,croiséedeschemins|rouen,,,,0.3892689049243927,Negative,Solution,0.7850918173789978
348,348,(from:ZemmourEric),1.4515504394980024e+18,1634911567.0,2021-10-22 14:06:07,ZemmourEric,"Notre allié américain met nos dirigeants sur écoute et laisse la Turquie nous menacer. Ce même allié américain nous empêche d’établir une relation saine avec la Russie et nous fait perdre des milliards d’euros du contrat des sous-marins australiens.
#Rouen #CroiséeDesChemins https://twitter.com/ZemmourEric/status/1451550439498002432/photo/1",0.0,829.0,3112.0,117.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.874971,https://twitter.com/ZemmourEric/statuses/1451550439498002432,,,,,,,https://pbs.twimg.com/media/FCTxbInXIAE_cbn.jpg,1451550439498002432_FCTxbInXIAE_cbn.jpg,photo,,,croiséedeschemins|rouen,,,,0.9401247501373292,Negative,Problem,0.8139801025390625
349,349,(from:ZemmourEric),1.451549311326634e+18,1634911298.0,2021-10-22 14:01:38,ZemmourEric,"En vérité, Emmanuel Macron veut nous confiner dans une Europe trop petite pour la France.
#Rouen #CroiséeDesChemins",,562.0,2601.0,66.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.875540,https://twitter.com/ZemmourEric/statuses/1451549311326633996,,,,,,,,,,,,croiséedeschemins|rouen,,,,0.5981953144073486,Negative,Problem,0.8445613384246826
350,350,(from:ZemmourEric),1.4515492088095089e+18,1634911274.0,2021-10-22 14:01:14,ZemmourEric,"Le discours politique qui défend la dilution de notre puissance nationale dans le trou noir européen, c’est le discours de ceux qui ne croient plus dans notre pays. Je ne suis pas de ceux-là.
#Rouen #CroiséeDesChemins",,400.0,1727.0,32.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.876124,https://twitter.com/ZemmourEric/statuses/1451549208809508870,,,,,,,,,,,,croiséedeschemins|rouen,,,,0.9417820572853088,Negative,Problem,0.8511018753051758
351,351,(from:ZemmourEric),1.4515490739877478e+18,1634911242.0,2021-10-22 14:00:42,ZemmourEric,"L’Union européenne, c’est le contraire de la puissance. Elle ne nous protège pas,elle nous rend plus faibles. Elle ligote notre diplomatie, elle met nos militaires aux 35 heures et place nos budgets nationaux sous tutelle.
#Rouen #CroiséeDesChemins",,951.0,3577.0,133.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.876725,https://twitter.com/ZemmourEric/statuses/1451549073987747840,,,,,,,,,,,,croiséedeschemins|rouen,,,,0.9591427445411682,Negative,Problem,0.8084667325019836
352,352,(from:ZemmourEric),1.4515487818251674e+18,1634911172.0,2021-10-22 13:59:32,ZemmourEric,"Et pour commencer, il faut sortir de cette chimère de la « diplomatie européenne ». Arrêtons d’adapter notre politique étrangère aux pudeurs de Bruxelles et aux intérêts de Berlin.
#Rouen #CroiséeDesChemins",,643.0,2652.0,55.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.877394,https://twitter.com/ZemmourEric/statuses/1451548781825167379,,,,,,,,,,,,croiséedeschemins|rouen,,,,0.9445377588272096,Negative,Problem,0.5530658960342407
353,353,(from:ZemmourEric),1.4515486306120663e+18,1634911136.0,2021-10-22 13:58:56,ZemmourEric,"Rassurez-vous : La France peut rester une grande puissance, à condition qu’elle aussi s’en donne les moyens économiques, diplomatiques et stratégiques.
#Rouen #CroiséeDesChemins",,467.0,2178.0,53.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.878086,https://twitter.com/ZemmourEric/statuses/1451548630612066330,,,,,,,,,,,,croiséedeschemins|rouen,,,,0.7593795657157898,Positive,Solution,0.7954867482185364
354,354,(from:ZemmourEric),1.451548323853255e+18,1634911063.0,2021-10-22 13:57:43,ZemmourEric,"On dit qu'@EmmanuelMacron est inconstant. C’est faux : durant tout son mandat, E. Macron aura maintenu un cap clair, défavoriser systématiquement les intérêts français au profit d’une diplomatie européenne qui n’a jamais existé et qui n’existera jamais.
#Rouen #CroiséeDesChemins",,1460.0,5186.0,127.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.878709,https://twitter.com/ZemmourEric/statuses/1451548323853254656,,,,,,,,,,emmanuelmacron,1976143068,croiséedeschemins|rouen,,,,0.7960500121116638,Negative,Problem,0.830243706703186
355,355,(from:ZemmourEric),1.4515477191102054e+18,1634910919.0,2021-10-22 13:55:19,ZemmourEric,"Rouen n’est pas seulement une ville médiévale, c’est aussi et surtout une ville du monde ! C’est pour ça que j’ai choisi Rouen pour vous parler de diplomatie et de grand large.
#Rouen #CroiséeDesChemins",,386.0,1850.0,55.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:27.879305,https://twitter.com/ZemmourEric/statuses/1451547719110205446,,,,,,,,,,,,croiséedeschemins|rouen,,,,0.7897890210151672,Positive,Other,0.8435354232788086
356,356,(from:ZemmourEric),1.4515476918262252e+18,1634910912.0,2021-10-22 13:55:12,ZemmourEric,"Je suis venu ici, à Rouen, sur la terre du Débarquement et de Jeanne d’Arc pour vous parler de défense et de la politique étrangère.
#Rouen #CroiséeDesChemins https://twitter.com/ZemmourEric/status/1451547691826225157/photo/1",0.0,498.0,2413.0,570.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:28.662490,https://twitter.com/ZemmourEric/statuses/1451547691826225157,,,,,,,https://pbs.twimg.com/media/FCTu7iTWUAQuCPt.jpg,1451547691826225157_FCTu7iTWUAQuCPt.jpg,photo,,,croiséedeschemins|rouen,,,,0.6834738850593567,Neutral,Other,0.8677307367324829
357,357,(from:ZemmourEric),1.4512059052703867e+18,1634829424.0,2021-10-21 15:17:04,ZemmourEric,"Je vous invite à me suivre maintenant sur Telegram :
https://t.me/EricZemmourOfficiel

À très bientôt !
E.Z.",0.0,562.0,2121.0,132.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:28.663597,https://twitter.com/ZemmourEric/statuses/1451205905270386689,,,,,https://t.me/EricZemmourOfficiel,t.me,,,,,,,,,,0.6483527421951294,Positive,Other,0.9471880197525024
